# std_temp	std_pH	conduct	o2	o2sat	co2	hardness	no2	no3	nh4	po4	cl	sio2	kmno4	k2cr2o7	bod	25400	29600	30400	33400	17300	19400	34500	38100	49700	50390	55800	57500	59300	37880
1.909	21.920	2.592	4.639	4.540	2.719	3.389	0.576	2.976	0.127	0.295	1.087	2.599	0.743	0.411	0.266	0	0	0	0	1	1	1	0	1	0	1	0	1	1
0.623	23.422	2.825	5.468	4.527	0.155	3.586	0.288	3.344	0.072	0.084	1.201	3.223	0.689	0.426	0.106	0	1	0	0	1	1	0	0	1	1	0	0	0	1
1.052	22.821	3.326	4.805	4.215	0.427	3.743	0.403	4.632	0.236	0.316	1.418	2.807	0.730	0.368	0.212	0	0	0	1	1	1	1	1	1	1	1	1	0	0
2.610	22.521	2.007	3.770	4.011	0.544	2.483	0.921	1.810	0.194	0.316	0.807	1.698	0.892	0.588	0.328	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.935	24.623	3.363	6.421	5.542	0.816	3.862	0.345	3.375	0.131	0.189	1.532	2.391	0.784	0.512	0.381	0	0	0	1	0	0	0	0	1	0	1	1	1	1
3.545	23.722	1.886	3.355	3.939	0.155	3.074	0.749	1.718	0.127	0.126	0.859	2.114	1.122	0.507	0.204	1	0	1	0	1	1	1	1	1	1	1	0	0	0
4.636	24.323	3.336	4.722	6.129	0.000	3.704	0.461	2.608	0.084	0.421	1.594	2.460	1.108	0.827	0.319	1	1	1	0	1	0	1	1	1	0	0	0	1	0
0.662	22.821	3.122	5.799	4.825	0.000	3.625	0.403	2.669	0.215	0.211	1.563	1.559	1.324	1.052	0.549	1	0	0	0	1	1	1	0	1	1	0	0	1	1
2.045	24.623	2.490	4.557	4.536	0.000	3.546	0.461	2.884	0.215	0.674	1.273	2.045	0.784	0.765	0.248	0	0	0	0	1	1	1	0	1	0	1	0	1	0
3.623	24.323	2.852	3.770	4.460	0.000	2.995	0.461	2.055	0.114	0.316	0.776	3.153	0.824	0.665	0.195	0	0	1	0	1	1	1	0	1	1	1	0	1	0
1.890	22.821	2.360	4.142	4.046	2.059	3.113	0.691	2.516	0.114	0.358	1.118	2.530	0.878	0.502	0.230	0	0	0	0	1	1	0	1	1	0	1	0	0	0
0.584	24.022	2.629	5.219	4.295	0.155	3.271	0.288	2.638	0.118	0.105	1.087	3.119	0.703	0.779	0.089	1	0	0	0	1	1	0	0	1	1	0	0	0	0
1.071	23.422	3.122	4.888	4.300	0.699	3.507	0.461	2.822	0.240	0.295	1.273	2.634	0.770	0.277	0.328	0	0	0	0	1	1	0	1	1	1	1	0	0	1
2.571	23.422	1.960	3.728	3.948	0.427	2.483	0.749	1.933	0.076	0.358	0.631	1.351	0.797	0.588	0.336	0	0	0	0	0	1	0	0	1	0	0	0	1	1
0.701	24.022	3.215	4.971	4.157	0.971	3.783	0.345	2.822	0.173	0.147	1.408	2.460	0.986	0.708	0.558	1	0	0	0	1	1	0	0	1	0	1	0	0	0
3.506	23.722	2.472	3.521	4.117	0.000	3.034	0.633	1.810	0.127	0.126	0.859	2.079	1.054	0.646	0.221	1	1	0	1	1	1	1	0	1	0	1	0	0	0
4.247	23.722	3.029	3.438	4.313	0.000	3.743	0.345	2.424	0.506	0.253	1.418	2.322	1.284	0.698	0.292	1	1	0	0	0	1	1	1	1	0	0	0	0	0
0.623	22.221	4.553	2.154	1.785	2.059	4.650	0.633	0.429	1.612	0.779	3.664	3.500	4.013	4.131	4.187	0	0	0	0	1	0	0	0	0	0	0	0	0	1
2.084	22.521	4.915	1.906	1.905	4.118	4.610	0.403	0.522	2.236	0.905	2.929	3.361	1.203	1.741	1.213	0	1	1	0	1	1	1	1	0	0	0	0	0	1
3.993	22.221	3.614	1.450	1.776	8.896	3.743	0.806	0.184	0.093	0.189	1.573	4.124	1.554	1.506	1.452	0	1	0	1	1	1	0	1	0	0	0	0	0	1
2.143	21.920	2.936	3.273	3.294	4.778	4.138	0.461	1.595	0.177	0.211	1.356	2.980	0.770	0.449	0.673	0	0	1	0	1	1	1	0	0	0	0	0	0	1
2.844	22.221	3.103	0.870	0.948	2.719	4.374	0.345	0.184	0.186	0.421	1.232	2.911	0.784	0.626	0.451	0	0	0	1	0	1	0	1	0	0	0	0	0	1
0.877	22.521	3.122	3.977	3.405	2.059	3.822	0.403	2.945	0.304	0.021	2.081	4.366	1.500	1.200	0.708	0	1	0	0	1	1	1	1	0	0	0	0	0	1
1.325	22.521	3.085	4.184	3.801	2.059	3.665	0.461	1.779	0.245	0.295	1.522	3.361	1.041	1.062	0.841	0	0	0	0	0	0	0	0	1	0	0	0	1	1
3.156	21.920	2.945	1.616	1.825	2.719	3.743	4.376	2.117	0.641	0.442	1.242	3.049	1.324	1.325	0.797	0	0	0	0	1	1	0	1	0	0	0	0	0	0
1.013	23.422	4.228	3.521	3.071	0.971	4.807	0.691	1.994	0.118	0.442	3.519	3.119	1.946	2.439	1.620	0	0	0	0	0	0	0	0	0	0	0	0	0	1
2.961	21.620	2.917	0.124	0.138	6.138	3.231	0.633	0.092	4.485	1.221	0.921	4.366	2.622	2.597	3.930	0	0	0	0	0	0	0	0	1	0	0	0	0	1
3.779	21.320	6.197	0.041	0.049	8.896	4.807	0.461	0.000	8.438	1.937	6.563	5.198	2.513	4.591	3.514	0	0	0	0	1	1	0	0	0	0	0	0	0	1
0.740	23.121	3.912	5.924	4.981	0.000	3.428	0.403	2.178	0.468	0.358	2.929	4.158	0.649	0.727	0.354	0	0	0	1	0	0	0	1	1	1	0	0	1	1
2.104	23.422	3.048	4.267	4.278	0.816	3.822	0.403	3.835	0.236	0.821	2.422	4.436	0.473	0.550	0.124	1	0	0	1	1	1	1	1	1	0	1	0	1	1
4.013	22.821	3.010	3.190	3.917	3.846	3.389	0.691	1.871	0.160	0.421	1.822	6.411	1.432	1.095	0.186	0	0	0	0	1	0	1	1	1	1	1	0	1	1
1.091	22.821	2.955	4.639	4.091	0.699	3.192	0.749	4.111	0.257	0.274	2.339	4.193	0.797	0.626	0.354	0	0	1	1	1	0	1	1	1	0	1	0	1	1
3.701	23.422	3.707	3.687	4.398	0.971	3.743	3.282	1.074	1.190	0.674	2.495	2.634	0.649	0.861	0.434	0	0	1	0	0	1	0	1	1	0	0	0	0	0
1.305	23.722	3.679	5.634	5.110	0.816	3.743	0.576	2.240	0.338	0.189	2.515	4.782	0.649	0.301	0.531	0	0	0	1	1	1	0	0	1	1	0	0	1	0
4.909	22.221	5.723	0.953	1.264	2.719	3.822	0.518	0.092	1.662	2.484	3.343	4.401	1.000	1.119	1.549	0	0	0	1	0	1	1	1	0	0	0	0	0	0
0.623	23.722	1.719	5.882	4.870	0.699	1.931	0.115	1.411	0.072	0.021	1.428	4.366	0.365	0.273	0.177	0	0	0	0	1	0	1	1	0	0	0	0	1	0
3.662	21.620	1.914	2.195	2.608	7.537	2.049	0.576	1.534	0.160	0.358	1.211	6.480	1.338	1.047	0.097	0	0	0	0	0	1	0	0	1	0	0	0	1	1
0.935	22.521	2.016	4.432	3.828	2.059	2.285	0.403	3.835	0.042	0.063	1.594	5.614	0.851	0.435	0.062	0	0	0	0	0	0	0	1	1	0	0	0	0	0
1.013	22.821	1.765	4.557	3.975	0.544	1.931	0.461	0.337	0.135	0.189	1.491	4.678	0.892	0.646	0.133	0	0	0	1	1	0	0	1	1	0	0	0	1	1
3.195	21.320	1.775	2.651	3.005	4.506	2.128	0.173	0.337	0.089	0.189	0.870	3.153	1.459	0.980	0.460	0	0	0	0	0	1	0	1	0	0	0	0	0	0
2.922	24.923	1.942	4.267	4.696	0.000	2.522	0.115	1.104	0.046	0.063	0.279	1.421	0.230	0.167	0.133	1	0	0	1	1	1	0	0	0	0	0	0	1	0
1.812	24.022	2.490	4.142	4.006	0.000	3.231	0.173	1.319	0.114	0.063	0.393	2.252	0.432	0.373	0.089	1	1	0	0	1	1	0	0	1	0	1	0	0	0
1.422	24.623	2.444	4.598	4.233	0.000	3.152	0.115	1.411	0.089	0.105	0.404	1.663	0.311	0.421	0.071	0	0	0	0	1	1	0	0	1	0	0	0	0	0
1.675	23.722	2.202	4.722	4.491	0.427	3.428	2.361	1.442	0.063	0.147	0.414	1.733	0.351	0.473	0.133	0	0	0	0	1	1	0	0	0	0	0	0	0	0
3.643	24.923	1.849	3.645	4.322	0.000	2.404	0.288	1.043	0.110	0.084	0.321	1.663	0.568	0.746	0.230	0	0	0	0	1	1	0	1	1	1	0	1	0	0
0.701	24.323	2.527	5.468	4.576	0.000	3.310	0.173	1.565	0.084	0.084	0.776	1.282	0.257	0.120	0.195	0	1	0	0	1	1	0	0	1	1	1	0	0	0
3.234	24.323	2.100	4.184	4.758	0.000	2.995	0.173	1.381	0.051	0.063	0.424	1.317	0.257	0.311	0.257	0	0	0	0	1	1	0	1	1	0	1	0	0	1
2.961	23.121	1.803	4.142	4.580	0.000	2.285	0.230	0.675	0.080	0.063	0.217	1.559	0.324	0.464	0.283	0	0	1	0	1	1	0	0	1	0	0	0	0	1
0.740	23.121	2.667	5.178	4.353	0.350	3.271	0.115	1.933	0.097	0.147	0.642	1.802	0.432	0.340	0.204	0	0	0	0	1	1	0	0	0	0	0	0	0	1
3.370	25.223	1.830	4.432	5.114	0.000	2.128	0.115	0.859	0.080	0.358	0.290	1.282	0.270	0.296	0.239	0	1	0	1	1	0	0	0	0	0	0	0	0	0
0.584	24.022	2.787	5.219	4.295	0.699	3.665	0.173	1.687	0.097	0.253	0.476	2.148	0.297	0.354	0.177	0	0	0	0	1	1	0	0	1	0	1	0	0	0
0.974	24.022	1.700	5.261	4.567	0.000	2.995	0.173	1.319	0.114	0.021	0.259	1.802	0.284	0.234	0.186	0	0	0	0	1	1	0	0	0	0	1	0	0	1
3.954	24.022	2.016	3.521	4.300	0.000	2.561	2.246	0.982	0.084	0.042	0.331	1.386	0.297	0.273	0.230	1	0	1	0	1	1	0	0	1	0	1	0	0	0
3.701	24.623	1.868	3.811	4.545	0.000	2.719	0.173	1.135	0.122	0.021	0.290	1.975	0.365	0.239	0.177	0	1	0	0	1	0	0	0	1	1	0	0	0	0
1.812	24.323	2.332	4.308	4.166	0.000	3.113	0.115	1.381	0.101	0.063	0.321	2.287	0.378	0.215	0.115	0	1	0	1	0	1	0	0	1	0	0	0	0	0
0.974	24.323	2.509	5.882	5.106	0.000	3.113	0.173	1.503	0.068	0.168	0.735	1.282	1.919	0.980	0.239	0	0	0	0	1	1	0	0	0	0	0	0	0	0
3.273	25.223	2.081	4.142	4.732	0.000	2.995	0.058	1.135	0.042	0.021	0.373	1.213	0.365	0.311	0.434	0	0	0	1	1	1	1	1	1	0	1	0	0	1
1.013	23.121	2.509	5.468	4.772	0.000	3.152	0.115	1.749	0.093	0.105	0.559	1.906	0.243	0.311	0.230	1	0	0	0	1	1	0	0	0	0	0	0	0	0
4.130	24.022	1.942	3.604	4.474	0.000	2.522	0.288	0.828	0.055	0.042	0.311	1.317	0.324	0.325	0.150	1	1	0	0	1	1	0	0	1	0	1	1	0	0
3.039	25.524	1.803	4.474	4.985	0.000	2.483	0.173	0.951	0.046	0.063	0.228	1.282	0.257	0.134	0.177	0	0	0	0	1	0	0	0	0	0	0	0	0	0
3.954	24.923	1.868	3.852	4.705	0.000	2.364	0.115	1.135	0.055	0.042	0.279	1.490	0.351	0.206	0.177	0	1	1	0	1	1	0	1	1	0	0	0	0	1
1.753	24.323	2.323	4.225	4.055	0.000	3.074	0.115	1.411	0.097	0.063	0.311	2.391	0.419	0.325	0.071	0	0	1	0	1	1	0	0	0	0	0	0	0	0
1.227	24.923	2.379	4.681	4.202	0.000	3.074	0.115	1.473	0.089	0.063	0.404	1.733	0.338	0.488	0.080	0	1	1	0	1	0	0	0	1	0	1	0	0	0
1.714	23.722	2.053	4.639	4.433	0.427	3.152	0.173	1.534	0.068	0.168	0.445	1.871	0.324	0.473	0.133	0	0	0	1	1	1	0	0	1	0	0	0	0	0
0.682	24.323	2.481	5.965	4.977	0.000	3.152	0.230	1.749	0.080	0.211	0.662	1.282	0.311	0.268	0.177	0	0	0	0	1	0	0	0	1	0	0	0	0	0
3.312	24.323	2.035	3.935	4.514	0.000	2.916	0.115	1.288	0.055	0.126	0.362	1.282	0.297	0.311	0.195	0	0	0	0	0	1	0	0	1	0	0	0	0	0
3.117	22.821	1.868	4.101	4.612	0.000	2.207	0.691	1.012	0.068	0.126	0.217	1.802	0.527	0.387	0.221	1	0	0	0	0	1	0	0	1	0	0	0	0	0
0.760	21.320	2.462	5.675	4.785	0.272	3.152	0.115	1.871	0.084	0.063	0.580	1.906	0.378	0.172	0.248	0	0	0	0	1	0	0	0	1	0	0	0	0	1
3.740	24.623	1.895	3.977	4.758	0.000	2.167	0.115	0.859	0.076	0.063	0.259	1.386	0.311	0.201	0.195	0	0	0	0	1	0	0	0	1	0	0	0	0	0
0.584	24.022	2.732	5.592	4.603	0.699	3.546	0.173	1.749	0.059	0.358	0.518	2.252	0.311	0.134	0.195	0	0	0	0	1	1	0	0	0	0	0	0	0	0
4.247	24.022	1.998	3.562	4.469	0.000	2.522	0.345	1.166	0.063	0.105	0.279	1.282	0.311	0.244	0.257	0	0	1	0	1	1	1	0	1	0	0	0	0	0
0.974	24.022	1.663	5.054	4.384	0.000	2.877	0.173	1.227	0.105	0.063	0.300	1.941	0.284	0.249	0.133	1	1	0	1	1	1	0	0	1	0	0	0	0	0
3.935	24.623	2.026	4.101	4.999	0.000	2.522	0.173	0.982	0.118	0.021	0.269	1.733	0.392	0.273	0.221	1	1	0	0	1	0	0	0	0	0	0	0	0	0
2.006	23.422	2.620	4.847	4.803	0.544	4.177	0.230	3.344	0.118	0.063	0.611	2.842	0.378	0.483	0.195	1	0	1	0	1	1	0	1	0	0	1	0	0	1
2.104	24.022	2.834	4.722	4.736	0.350	3.546	0.173	2.454	0.143	0.105	0.600	1.906	0.378	0.469	0.283	0	0	1	1	1	1	1	1	0	0	1	0	0	0
1.091	24.022	3.140	7.125	6.281	0.000	3.901	0.288	3.129	0.160	0.105	0.983	1.490	0.324	0.397	0.407	0	0	0	1	1	1	0	1	1	0	1	0	0	0
1.266	23.722	2.880	6.421	5.791	0.000	3.704	0.230	2.976	0.139	0.168	0.745	1.975	0.378	0.316	0.363	0	1	1	0	1	1	0	1	1	0	1	0	0	0
3.974	25.524	2.304	5.095	6.236	0.000	2.837	0.288	1.718	0.076	0.084	0.269	1.490	0.365	0.273	0.336	1	0	0	1	1	1	0	1	0	0	0	0	0	0
1.364	23.422	3.642	7.001	6.396	0.000	4.965	0.173	4.909	0.089	0.358	0.880	0.139	0.378	0.282	0.274	1	1	1	1	1	1	0	1	0	0	1	1	0	0
4.519	24.022	2.369	4.888	6.281	0.000	3.034	0.288	1.902	0.084	0.126	0.487	1.317	0.311	0.359	0.354	1	1	0	1	1	0	0	1	1	0	0	0	0	1
1.792	23.422	2.044	4.639	4.478	0.427	3.113	0.230	1.595	0.063	0.126	0.404	1.837	0.541	0.469	0.150	0	0	0	0	1	1	0	0	0	0	0	0	0	1
1.734	24.623	2.314	4.225	4.046	0.000	3.074	0.115	1.411	0.101	0.084	0.352	2.391	0.284	0.402	0.097	0	0	0	0	1	1	0	0	0	0	0	0	0	1
1.344	24.623	2.406	4.639	4.229	0.000	3.349	0.115	1.718	0.089	0.063	0.445	1.767	0.324	0.689	0.195	0	0	0	0	1	1	1	1	1	0	0	0	0	0
0.701	24.323	2.648	5.551	4.643	0.000	3.310	0.173	2.546	0.089	0.084	0.735	1.386	0.351	0.215	0.230	0	1	0	0	1	1	0	1	1	0	0	0	0	1
3.312	24.022	2.035	3.977	4.563	0.000	2.916	0.115	1.196	0.042	0.021	0.424	1.282	0.311	0.273	0.239	0	0	0	0	0	1	0	0	0	0	0	0	0	1
3.195	23.422	1.700	4.142	4.696	0.272	2.128	0.403	1.043	0.072	0.189	0.248	1.837	0.378	0.426	0.398	0	0	1	0	0	1	0	0	1	0	0	0	0	1
3.779	24.923	1.886	4.557	5.475	0.000	2.246	0.115	0.920	0.084	0.063	0.238	1.386	0.365	0.301	0.398	0	1	0	1	1	1	0	0	0	0	0	0	0	0
0.584	24.623	2.722	5.592	4.603	0.272	3.625	0.345	1.841	0.097	0.232	0.497	2.183	0.284	0.206	0.301	0	1	0	1	1	1	0	0	0	0	1	0	0	1
0.740	22.821	2.472	5.344	4.496	0.000	3.152	0.173	2.147	0.072	0.105	0.631	1.733	0.405	0.268	0.301	0	0	0	0	1	1	0	0	1	0	0	0	0	0
1.013	24.022	1.654	5.344	4.660	0.000	2.955	0.173	1.565	0.089	0.084	0.321	2.045	0.324	0.225	0.159	1	1	1	1	1	1	1	0	1	0	0	0	0	1
4.130	24.022	1.895	3.770	4.678	0.000	2.561	0.230	1.074	0.059	0.105	0.279	1.144	0.338	0.306	0.221	0	0	0	0	1	1	0	0	1	0	0	0	0	1
2.026	24.022	2.834	3.977	3.948	0.000	3.940	0.633	2.976	0.333	0.316	0.735	3.708	0.486	0.488	0.186	0	0	1	0	1	0	0	0	0	1	1	0	1	1
1.344	24.623	3.057	4.929	4.491	0.000	3.743	0.633	3.252	0.439	0.232	0.745	2.564	0.419	0.631	0.257	0	0	1	0	1	0	0	0	0	1	1	0	1	1
1.208	24.623	3.512	6.794	6.080	0.000	4.216	0.461	3.467	0.899	0.189	1.294	2.287	0.608	0.693	0.513	0	0	0	0	0	1	0	0	0	1	1	0	1	1
4.597	25.223	2.490	4.971	6.432	0.000	2.837	1.267	1.503	0.312	0.400	0.393	1.975	0.459	0.316	0.487	1	0	1	0	1	0	0	0	1	1	1	0	0	0
0.662	24.623	3.224	7.125	5.929	0.000	4.177	0.345	2.914	0.232	0.253	0.807	2.634	0.486	0.598	0.434	1	0	0	0	1	1	0	1	0	0	1	0	1	1
1.110	23.722	3.271	5.178	4.576	0.000	4.098	0.230	3.283	0.232	0.168	0.807	2.807	0.432	0.588	0.195	0	0	1	0	1	0	1	0	0	0	1	0	0	0
4.948	24.923	2.583	4.557	6.072	0.000	3.271	1.324	1.749	0.274	0.358	0.549	1.733	0.500	0.363	0.469	0	1	1	1	1	1	1	1	1	0	1	0	0	1
4.247	25.524	1.970	4.060	5.092	0.000	2.601	0.173	1.258	0.089	0.042	0.342	1.351	0.405	0.603	0.230	0	1	0	0	1	0	0	0	1	1	0	0	0	0
3.350	25.824	1.942	5.219	6.009	0.000	2.877	0.173	0.767	0.093	0.042	0.290	0.797	0.365	0.483	0.372	1	1	0	0	1	0	0	0	1	0	0	0	0	0
2.026	24.323	2.221	4.681	4.647	0.427	3.389	0.230	1.657	0.072	0.105	0.497	1.802	0.351	0.473	0.204	0	0	0	0	1	1	0	0	1	0	0	0	0	1
1.792	24.623	2.592	4.225	4.077	0.000	3.389	0.230	1.687	0.101	0.084	0.424	2.426	0.365	0.225	0.097	1	0	0	0	1	1	0	1	0	0	0	0	0	0
1.422	24.923	2.472	4.598	4.233	0.000	3.192	0.173	1.718	0.093	0.084	0.466	1.802	0.378	0.349	0.159	0	1	0	0	1	0	0	0	1	0	0	0	1	0
0.584	24.323	2.639	5.717	4.705	0.000	3.428	0.230	1.994	0.114	0.126	0.735	1.178	0.338	0.220	0.345	1	0	0	0	1	1	1	0	1	0	0	0	0	1
3.350	24.323	2.137	4.225	4.865	0.000	3.074	0.173	1.319	0.072	0.063	0.435	1.213	0.392	0.311	0.354	0	0	1	0	0	1	0	0	1	0	0	0	0	1
3.273	24.323	1.737	3.894	4.447	0.000	2.246	0.806	1.074	0.076	0.084	0.228	1.663	0.513	0.430	0.168	0	0	0	0	1	1	0	0	1	0	0	0	0	1
0.584	24.323	2.955	5.758	4.741	0.427	3.704	0.173	2.209	0.046	0.253	0.559	2.114	0.297	0.215	0.257	0	0	0	1	1	1	0	0	0	0	0	0	1	0
0.857	23.422	2.852	5.178	4.425	0.000	3.586	0.173	2.362	0.072	0.126	0.735	1.871	0.405	0.626	0.204	0	0	0	0	1	0	0	0	1	0	0	0	0	0
3.818	24.623	2.035	3.604	4.344	0.000	2.404	0.288	1.074	0.063	0.042	0.311	1.490	0.378	0.502	0.310	0	1	0	0	1	1	0	0	0	0	0	0	0	0
1.013	24.022	1.756	4.971	4.336	0.000	3.034	0.230	1.718	0.131	0.021	0.393	2.079	0.311	0.234	0.159	0	1	0	1	1	1	0	0	0	0	0	0	0	1
4.208	24.323	2.063	3.604	4.505	0.000	2.719	0.230	1.166	0.051	0.042	0.362	1.109	0.297	0.363	0.310	0	0	0	0	1	1	0	0	1	0	0	0	0	0
4.266	24.923	2.481	4.184	5.257	0.000	2.719	0.173	1.135	0.574	0.021	0.373	1.525	0.378	0.301	0.266	0	1	0	0	1	0	0	0	0	0	0	0	0	0
1.714	24.022	2.518	4.308	4.117	0.000	3.271	0.230	1.258	0.169	0.126	0.311	2.911	0.689	0.741	0.239	0	1	1	0	1	0	0	0	0	1	1	1	1	0
1.227	24.323	2.899	4.847	4.349	0.000	3.862	0.173	1.319	0.266	0.295	0.476	2.252	0.500	0.579	0.257	0	1	0	0	0	1	0	0	1	1	1	0	0	1
0.896	25.223	2.815	6.296	5.408	0.000	3.546	0.115	1.227	0.139	0.189	0.735	1.802	0.338	0.253	0.336	0	1	0	0	0	1	0	0	1	1	1	0	0	0
2.415	24.623	2.611	4.764	4.954	0.000	3.507	2.649	1.258	0.160	0.695	0.580	1.386	0.554	0.397	0.372	0	0	0	0	1	1	0	0	1	0	1	1	0	1
2.961	24.323	3.057	4.060	4.487	0.000	4.019	0.403	1.196	0.131	0.505	0.352	2.114	0.581	0.268	0.345	0	1	1	0	0	1	0	0	1	0	1	1	0	0
1.773	24.022	2.481	4.515	4.344	0.000	3.192	0.288	1.657	0.232	0.189	0.362	3.223	0.689	0.756	0.283	0	1	0	0	0	1	0	1	0	1	1	0	0	1
1.227	24.022	2.787	5.137	4.612	0.000	3.704	0.230	1.902	0.211	0.358	0.487	2.322	0.432	0.387	0.195	0	1	0	1	0	1	1	0	1	1	1	1	0	0
1.636	24.923	1.868	5.302	5.017	0.000	2.522	0.288	1.595	0.110	0.253	0.311	2.356	0.905	1.401	0.575	0	0	0	0	0	1	0	0	0	0	1	1	0	0
0.974	25.824	2.592	7.084	6.147	0.000	3.428	0.115	1.626	0.097	0.168	0.745	1.455	0.311	0.292	0.460	0	1	0	0	0	1	0	0	1	1	1	0	0	0
2.669	24.323	2.490	4.267	4.567	0.000	3.586	0.633	1.994	0.127	0.484	0.362	2.530	0.297	0.545	0.292	0	0	1	0	0	1	0	0	1	0	1	1	0	1
0.799	22.521	3.233	5.882	4.985	0.000	3.074	0.115	2.240	0.084	0.211	0.590	2.495	0.581	0.579	0.389	0	0	0	1	0	1	0	0	1	1	0	0	0	1
2.532	24.323	2.583	4.764	5.021	0.000	3.428	2.879	1.565	0.181	0.484	0.704	1.421	0.486	0.588	0.398	0	0	0	0	0	0	0	0	1	0	1	0	0	1
3.331	24.323	3.075	4.432	5.092	0.000	3.586	0.461	1.350	0.198	0.421	0.487	2.495	1.311	0.832	0.761	0	1	0	1	0	1	0	0	0	1	0	0	1	1
0.740	24.623	2.490	6.462	5.435	0.000	3.310	0.173	1.902	0.148	0.211	0.538	2.495	0.297	0.598	0.451	0	1	0	1	0	1	0	0	1	1	0	0	1	0
1.266	23.722	1.607	5.095	4.598	0.000	2.877	0.173	1.933	0.207	0.126	0.342	2.703	0.297	0.258	0.407	0	1	0	0	0	0	0	0	0	0	0	0	0	0
3.584	24.323	2.908	4.225	4.981	0.000	3.783	0.345	1.534	0.072	0.274	0.487	2.252	0.649	0.359	0.416	1	0	1	0	0	1	0	0	1	0	1	1	0	0
1.734	23.422	2.295	4.515	4.327	0.272	2.916	0.173	2.025	0.169	0.253	0.362	3.431	0.378	0.751	0.159	1	0	0	1	1	1	0	0	1	1	1	0	0	0
1.149	24.323	2.379	5.095	4.527	0.000	3.113	0.173	2.669	0.110	0.147	0.393	2.322	0.554	0.712	0.195	0	0	0	1	0	1	0	1	1	1	1	0	1	0
1.500	24.923	1.700	5.302	4.932	0.000	2.798	0.230	2.025	0.131	0.421	0.445	2.218	0.459	0.593	0.292	0	0	0	0	0	0	0	0	1	0	1	0	0	1
0.584	24.623	2.509	6.545	5.390	0.000	2.798	0.173	2.301	0.063	0.232	0.590	1.144	0.324	0.268	0.398	0	0	0	0	0	1	0	0	1	1	1	1	1	0
0.740	24.022	2.165	4.391	3.695	0.000	3.152	0.173	3.006	0.105	0.610	0.373	2.703	0.351	0.311	0.186	0	0	1	0	0	1	0	0	1	0	1	1	1	1
0.779	22.521	2.193	5.758	4.870	0.000	2.995	0.115	2.638	0.101	0.211	0.476	2.426	0.513	0.426	0.363	0	0	0	0	0	1	0	1	1	1	1	1	1	0
